country,gender,age_group,year,unemployment_rate
Belize,Female,15+,2014,14.02
Belize,Female,15-24,2014,28.91
Belize,Female,25+,2014,9.64
Belize,Male,15+,2013,5.82
Belize,Male,15-24,2013,11.6
Belize,Male,25+,2013,4.03
Belize,Female,15+,2013,12.59
Belize,Female,15-24,2013,26.37
Belize,Female,25+,2013,8.75
Bermuda,Male,15+,2014,9.8
Bermuda,Male,15-24,2014,29.74
Bermuda,Male,25+,2014,8.37
Bermuda,Female,15+,2014,8.05
Bermuda,Female,15-24,2014,28.95
Bermuda,Female,25+,2014,6.33
Bermuda,Male,15+,2013,7.72
Bermuda,Female,15+,2013,5.56
Bolivia,Male,15+,2022,3.01
Bolivia,Male,15-24,2022,5.56
Bolivia,Male,25+,2022,2.38
Bolivia,Female,15+,2022,4.16
Bolivia,Female,15-24,2022,6.79
Bolivia,Female,25+,2022,3.52
Bolivia,Male,15+,2021,4.59
Bolivia,Male,15-24,2021,7.88
Bolivia,Male,25+,2021,3.75
Bolivia,Female,15+,2021,5.65
Bolivia,Female,15-24,2021,8.76
Bolivia,Female,25+,2021,4.86
Bolivia,Male,15+,2019,3.43
Bolivia,Male,15-24,2019,6.55
Bolivia,Male,25+,2019,2.71
Bolivia,Female,15+,2019,3.99
Bolivia,Female,15-24,2019,7.72
Bolivia,Female,25+,2019,3.18
Bolivia,Male,15+,2018,3.44
Bolivia,Male,15-24,2018,6.76
Bolivia,Male,25+,2018,2.69
Bolivia,Female,15+,2018,3.61
Bolivia,Female,15-24,2018,7.03
Bolivia,Female,25+,2018,2.87
Bolivia,Male,15+,2017,3.34
Bolivia,Male,15-24,2017,5.97
Bolivia,Male,25+,2017,2.75
Bolivia,Female,15+,2017,4.05
Bolivia,Female,15-24,2017,7.69
Bolivia,Female,25+,2017,3.3
Bolivia,Male,15+,2016,3.09
Bolivia,Male,15-24,2016,6.09
Bolivia,Male,25+,2016,2.41
Bolivia,Female,15+,2016,4.03
Bolivia,Female,15-24,2016,7.82
Bolivia,Female,25+,2016,3.23
Bolivia,Male,15+,2020,6.42
Bolivia,Male,15-24,2020,15.71
Bolivia,Male,25+,2020,4.53
Bolivia,Female,15+,2020,9.78
Bolivia,Female,15-24,2020,16.55
Bolivia,Female,25+,2020,8.49
Bolivia,Male,15+,2015,2.62
Bolivia,Male,15-24,2015,5.87
Bolivia,Male,25+,2015,1.88
Bolivia,Female,15+,2015,3.79
Bolivia,Female,15-24,2015,8.66
Bolivia,Female,25+,2015,2.8
Bolivia,Male,15+,2014,1.36
Bolivia,Male,15-24,2014,3.05
Bolivia,Male,25+,2014,0.94
Bolivia,Female,15+,2014,2.85
Bolivia,Female,15-24,2014,7.04
Bolivia,Female,25+,2014,1.87
Bolivia,Male,15+,2013,1.98
Bolivia,Male,15-24,2013,5.5
Bolivia,Male,25+,2013,1.23
Bolivia,Female,15+,2013,3.0
Bolivia,Female,15-24,2013,5.7
Bolivia,Female,25+,2013,2.43
Brazil,Male,15+,2022,7.46
Brazil,Male,15-24,2022,17.64
Brazil,Male,25+,2022,5.42
Brazil,Female,15+,2022,11.49
Brazil,Female,15-24,2022,24.71
Brazil,Female,25+,2022,8.85
Brazil,Male,15+,2021,10.66
Brazil,Male,15-24,2021,24.18
Brazil,Male,25+,2021,7.91
Brazil,Female,15+,2021,16.41
Brazil,Female,15-24,2021,33.61
Brazil,Female,25+,2021,12.89
Brazil,Male,15+,2020,11.78
Brazil,Male,15-24,2020,26.4
Brazil,Male,25+,2020,8.81
Brazil,Female,15+,2020,16.22
Brazil,Female,15-24,2020,35.34
Brazil,Female,25+,2020,12.41
Brazil,Male,15+,2019,10.05
Brazil,Male,15-24,2019,23.21
Brazil,Male,25+,2019,7.19
Brazil,Female,15+,2019,14.32
Brazil,Female,15-24,2019,31.86
Brazil,Female,25+,2019,10.56
Brazil,Male,15+,2018,10.72
Brazil,Male,15-24,2018,24.5
Brazil,Male,25+,2018,7.67
Brazil,Female,15+,2018,14.39
Brazil,Female,15-24,2018,32.18
Brazil,Female,25+,2018,10.53
Brazil,Male,15+,2017,11.19
Brazil,Male,15-24,2017,24.91
Brazil,Male,25+,2017,8.11
Brazil,Female,15+,2017,14.86
Brazil,Female,15-24,2017,33.02
Brazil,Female,25+,2017,10.78
Brazil,Male,15+,2016,10.06
Brazil,Male,15-24,2016,23.06
Brazil,Male,25+,2016,7.12
Brazil,Female,15+,2016,13.58
Brazil,Female,15-24,2016,30.86
Brazil,Female,25+,2016,9.66
Brazil,Male,15+,2015,7.22
Brazil,Male,15-24,2015,16.28
Brazil,Male,25+,2015,5.11
Brazil,Female,15+,2015,10.29
Brazil,Female,15-24,2015,23.56
Brazil,Female,25+,2015,7.28
Brazil,Male,15+,2014,5.6
Brazil,Male,15-24,2014,12.91
Brazil,Male,25+,2014,3.87
Brazil,Female,15+,2014,8.31
Brazil,Female,15-24,2014,18.81
Brazil,Female,25+,2014,5.84
Brazil,Male,15+,2013,5.67
Brazil,Male,15-24,2013,12.89
Brazil,Male,25+,2013,3.89
Brazil,Female,15+,2013,8.96
Brazil,Female,15-24,2013,19.28
Brazil,Female,25+,2013,6.44
Barbados,Male,15+,2019,9.53
Barbados,Male,15-24,2019,30.3
Barbados,Male,25+,2019,6.92
Barbados,Female,15+,2019,7.27
Barbados,Female,15-24,2019,21.17
Barbados,Female,25+,2019,5.73
Barbados,Male,15+,2018,8.12
Barbados,Male,15-24,2018,24.76
Barbados,Male,25+,2018,6.08
Barbados,Female,15+,2018,8.54
Barbados,Female,15-24,2018,24.44
Barbados,Female,25+,2018,6.91
Barbados,Male,15+,2017,8.47
Barbados,Male,15-24,2017,26.93
Barbados,Male,25+,2017,6.35
Barbados,Female,15+,2017,8.78
Barbados,Female,15-24,2017,26.07
Barbados,Female,25+,2017,7.12
Barbados,Male,15+,2016,7.85
Barbados,Male,15-24,2016,25.13
Barbados,Male,25+,2016,5.84
Barbados,Female,15+,2016,8.65
Barbados,Female,15-24,2016,28.35
Barbados,Female,25+,2016,6.52
Barbados,Male,15+,2015,10.63
Barbados,Male,15-24,2015,28.18
Barbados,Male,25+,2015,8.3
Barbados,Female,15+,2015,8.97
Barbados,Female,15-24,2015,30.82
Barbados,Female,25+,2015,7.0
Barbados,Male,15+,2014,11.81
Barbados,Male,15-24,2014,29.63
Barbados,Male,25+,2014,9.55
Barbados,Female,15+,2014,12.78
Barbados,Female,15-24,2014,39.44
Barbados,Female,25+,2014,9.79
Barbados,Male,15+,2013,11.66
Barbados,Male,15-24,2013,27.71
Barbados,Male,25+,2013,9.6
Barbados,Female,15+,2013,11.43
Barbados,Female,15-24,2013,31.88
Barbados,Female,25+,2013,9.19
Brunei Darussalam,Male,15+,2021,3.87
Brunei Darussalam,Male,15-24,2021,12.0
Brunei Darussalam,Male,25+,2021,2.73
Brunei Darussalam,Female,15+,2021,6.42
Brunei Darussalam,Female,15-24,2021,22.96
Brunei Darussalam,Female,25+,2021,4.22
Brunei Darussalam,Male,15+,2020,6.44
Brunei Darussalam,Male,15-24,2020,22.66
Brunei Darussalam,Male,25+,2020,3.92
Brunei Darussalam,Female,15+,2020,8.91
Brunei Darussalam,Female,15-24,2020,32.44
Brunei Darussalam,Female,25+,2020,5.41
Brunei Darussalam,Male,15+,2019,5.75
Brunei Darussalam,Male,15-24,2019,17.94
Brunei Darussalam,Male,25+,2019,3.86
Brunei Darussalam,Female,15+,2019,7.92
Brunei Darussalam,Female,15-24,2019,24.79
Brunei Darussalam,Female,25+,2019,5.75
Brunei Darussalam,Male,15+,2018,7.72
Brunei Darussalam,Male,15-24,2018,28.16
Brunei Darussalam,Male,25+,2018,4.03
Brunei Darussalam,Female,15+,2018,10.07
Brunei Darussalam,Female,15-24,2018,32.53
Brunei Darussalam,Female,25+,2018,6.51
Brunei Darussalam,Male,15+,2017,8.8
Brunei Darussalam,Male,15-24,2017,28.43
Brunei Darussalam,Male,25+,2017,5.46
Brunei Darussalam,Female,15+,2017,9.96
Brunei Darussalam,Female,15-24,2017,29.48
Brunei Darussalam,Female,25+,2017,6.8
Brunei Darussalam,Male,15+,2014,6.12
Brunei Darussalam,Male,15-24,2014,23.38
Brunei Darussalam,Male,25+,2014,3.4
Brunei Darussalam,Female,15+,2014,7.84
Brunei Darussalam,Female,15-24,2014,27.94
Brunei Darussalam,Female,25+,2014,4.91
Bhutan,Male,15+,2022,4.38
Bhutan,Male,15-24,2022,24.35
Bhutan,Male,25+,2022,2.51
Bhutan,Female,15+,2022,7.94
Bhutan,Female,15-24,2022,32.84
Bhutan,Female,25+,2022,4.83
Bhutan,Male,15+,2021,3.62
Bhutan,Male,15-24,2021,16.89
Bhutan,Male,25+,2021,2.38
Bhutan,Female,15+,2021,6.06
Bhutan,Female,15-24,2021,24.64
Bhutan,Female,25+,2021,4.03
Bhutan,Male,15+,2020,4.13
Bhutan,Male,15-24,2020,19.18
Bhutan,Male,25+,2020,2.78
Bhutan,Female,15+,2020,5.97
Bhutan,Female,15-24,2020,25.42
Bhutan,Female,25+,2020,3.73
Bhutan,Male,15+,2019,2.24
Bhutan,Male,15-24,2019,9.75
Bhutan,Male,25+,2019,1.52
Bhutan,Female,15+,2019,3.26
Bhutan,Female,15-24,2019,13.8
Bhutan,Female,25+,2019,2.02
Bhutan,Male,15+,2018,2.68
Bhutan,Male,15-24,2018,15.39
Bhutan,Male,25+,2018,1.36
Bhutan,Female,15+,2018,4.15
Bhutan,Female,15-24,2018,16.09
Bhutan,Female,25+,2018,2.7
Bhutan,Male,15+,2015,1.84
Bhutan,Male,15-24,2015,8.23
Bhutan,Male,25+,2015,1.14
Bhutan,Female,15+,2015,3.15
Bhutan,Female,15-24,2015,12.71
Bhutan,Female,25+,2015,1.57
Bhutan,Male,15+,2014,1.91
Bhutan,Male,15-24,2014,8.58
Bhutan,Male,25+,2014,1.23
Bhutan,Female,15+,2014,3.49
Bhutan,Female,15-24,2014,10.04
Bhutan,Female,25+,2014,2.45
Bhutan,Male,15+,2013,2.2
Bhutan,Male,15-24,2013,9.16
Bhutan,Male,25+,2013,1.34
Bhutan,Female,15+,2013,3.7
Bhutan,Female,15-24,2013,9.88
Bhutan,Female,25+,2013,2.59
Botswana,Male,15+,2022,21.38
Botswana,Male,15-24,2022,37.69
Botswana,Male,25+,2022,18.4
Botswana,Female,15+,2022,25.93
Botswana,Female,15-24,2022,51.99
Botswana,Female,25+,2022,21.89
Botswana,Male,15+,2021,20.2
Botswana,Male,15-24,2021,38.95
Botswana,Male,25+,2021,16.64
Botswana,Female,15+,2021,25.94
Botswana,Female,15-24,2021,51.65
Botswana,Female,25+,2021,21.8
Botswana,Male,15+,2020,19.5
Botswana,Male,15-24,2020,39.22
Botswana,Male,25+,2020,15.66
Botswana,Female,15+,2020,22.56
Botswana,Female,15-24,2020,45.62
Botswana,Female,25+,2020,19.32
Botswana,Male,15+,2019,18.35
Botswana,Male,15-24,2019,35.68
Botswana,Male,25+,2019,15.06
Botswana,Female,15+,2019,21.88
Botswana,Female,15-24,2019,35.28
Botswana,Female,25+,2019,19.9
Canada,Male,15+,2022,5.41
Canada,Male,15-24,2022,11.18
Canada,Male,25+,2022,4.5
Canada,Female,15+,2022,5.14
Canada,Female,15-24,2022,8.92
Canada,Female,25+,2022,4.5
Canada,Male,15+,2021,7.69
Canada,Male,15-24,2021,14.49
Canada,Male,25+,2021,6.62
Canada,Female,15+,2021,7.34
Canada,Female,15-24,2021,12.53
Canada,Female,25+,2021,6.47
Canada,Male,15+,2020,9.78
Canada,Male,15-24,2020,20.74
Canada,Male,25+,2020,8.04
Canada,Female,15+,2020,9.52
Canada,Female,15-24,2020,19.44
Canada,Female,25+,2020,7.87
Canada,Male,15+,2019,6.07
Canada,Male,15-24,2019,12.06
Canada,Male,25+,2019,5.08
Canada,Female,15+,2019,5.27
Canada,Female,15-24,2019,9.34
Canada,Female,25+,2019,4.55
Canada,Male,15+,2018,6.11
Canada,Male,15-24,2018,11.94
Canada,Male,25+,2018,5.14
Canada,Female,15+,2018,5.53
Canada,Female,15-24,2018,9.38
Canada,Female,25+,2018,4.86
Canada,Male,15+,2017,6.87
Canada,Male,15-24,2017,12.79
Canada,Male,25+,2017,5.88
Canada,Female,15+,2017,5.93
Canada,Female,15-24,2017,9.57
Canada,Female,25+,2017,5.29
Canada,Male,15+,2016,7.72
Canada,Male,15-24,2016,14.41
Canada,Male,25+,2016,6.62
Canada,Female,15+,2016,6.28
Canada,Female,15-24,2016,10.7
Canada,Female,25+,2016,5.5
Canada,Male,15+,2015,7.51
Canada,Male,15-24,2015,14.63
Canada,Male,25+,2015,6.31
Canada,Female,15+,2015,6.31
Canada,Female,15-24,2015,10.78
Canada,Female,25+,2015,5.5
Canada,Male,15+,2014,7.49
Canada,Male,15-24,2014,14.86
Canada,Male,25+,2014,6.22
Canada,Female,15+,2014,6.5
Canada,Female,15-24,2014,11.47
Canada,Female,25+,2014,5.58
Canada,Male,15+,2013,7.56
Canada,Male,15-24,2013,14.82
Canada,Male,25+,2013,6.29
Canada,Female,15+,2013,6.68
Canada,Female,15-24,2013,11.6
Canada,Female,25+,2013,5.77
Switzerland,Male,15+,2022,4.06
Switzerland,Male,15-24,2022,7.48
Switzerland,Male,25+,2022,3.62
Switzerland,Female,15+,2022,4.57
Switzerland,Female,15-24,2022,7.52
Switzerland,Female,25+,2022,4.18
Switzerland,Male,15+,2021,4.91
Switzerland,Male,15-24,2021,8.88
Switzerland,Male,25+,2021,4.39
Switzerland,Female,15+,2021,5.31
Switzerland,Female,15-24,2021,8.75
Switzerland,Female,25+,2021,4.85
Switzerland,Male,15+,2020,4.66
Switzerland,Male,15-24,2020,9.17
Switzerland,Male,25+,2020,4.08
Switzerland,Female,15+,2020,5.0
Switzerland,Female,15-24,2020,8.01
Switzerland,Female,25+,2020,4.59
Switzerland,Male,15+,2019,4.11
Switzerland,Male,15-24,2019,8.8
Switzerland,Male,25+,2019,3.5
Switzerland,Female,15+,2019,4.71
Switzerland,Female,15-24,2019,7.17
Switzerland,Female,25+,2019,4.36
Switzerland,Male,15+,2018,4.37
Switzerland,Male,15-24,2018,8.41
Switzerland,Male,25+,2018,3.82
Switzerland,Female,15+,2018,5.11
Switzerland,Female,15-24,2018,7.46
Switzerland,Female,25+,2018,4.76
Switzerland,Male,15+,2017,4.57
Switzerland,Male,15-24,2017,8.15
Switzerland,Male,25+,2017,4.07
Switzerland,Female,15+,2017,5.06
Switzerland,Female,15-24,2017,7.98
Switzerland,Female,25+,2017,4.61
Switzerland,Male,15+,2016,4.84
Switzerland,Male,15-24,2016,8.76
Switzerland,Male,25+,2016,4.29
Switzerland,Female,15+,2016,5.01
Switzerland,Female,15-24,2016,8.4
Switzerland,Female,25+,2016,4.47
Switzerland,Male,15+,2015,4.7
Switzerland,Male,15-24,2015,9.23
Switzerland,Male,25+,2015,4.07
Switzerland,Female,15+,2015,4.91
Switzerland,Female,15-24,2015,8.4
Switzerland,Female,25+,2015,4.35
Switzerland,Male,15+,2014,4.69
Switzerland,Male,15-24,2014,8.64
Switzerland,Male,25+,2014,4.1
Switzerland,Female,15+,2014,4.99
Switzerland,Female,15-24,2014,8.56
Switzerland,Female,25+,2014,4.4
Switzerland,Male,15+,2013,4.6
Switzerland,Male,15-24,2013,8.72
Switzerland,Male,25+,2013,3.98
Switzerland,Female,15+,2013,4.92
Switzerland,Female,15-24,2013,8.78
Switzerland,Female,25+,2013,4.27
Chile,Male,15+,2022,7.89
Chile,Male,15-24,2022,17.26
Chile,Male,25+,2022,7.08
Chile,Female,15+,2022,8.85
Chile,Female,15-24,2022,19.92
Chile,Female,25+,2022,7.87
Chile,Male,15+,2021,9.13
Chile,Male,15-24,2021,19.04
Chile,Male,25+,2021,8.31
Chile,Female,15+,2021,9.6
Chile,Female,15-24,2021,22.63
Chile,Female,25+,2021,8.48
Chile,Male,15+,2020,10.85
Chile,Male,15-24,2020,23.42
Chile,Male,25+,2020,9.75
Chile,Female,15+,2020,11.24
Chile,Female,15-24,2020,26.35
Chile,Female,25+,2020,9.9
Chile,Male,15+,2019,6.78
Chile,Male,15-24,2019,19.13
Chile,Male,25+,2019,5.54
Chile,Female,15+,2019,8.04
Chile,Female,15-24,2019,20.27
Chile,Female,25+,2019,6.75
Chile,Male,15+,2018,6.71
Chile,Male,15-24,2018,16.68
Chile,Male,25+,2018,5.57
Chile,Female,15+,2018,7.97
Chile,Female,15-24,2018,20.05
Chile,Female,25+,2018,6.62
Chile,Male,15+,2017,6.63
Chile,Male,15-24,2017,16.16
Chile,Male,25+,2017,5.51
Chile,Female,15+,2017,7.48
Chile,Female,15-24,2017,18.77
Chile,Female,25+,2017,6.19
Chile,Male,15+,2016,6.36
Chile,Male,15-24,2016,14.69
Chile,Male,25+,2016,5.28
Chile,Female,15+,2016,7.25
Chile,Female,15-24,2016,17.93
Chile,Female,25+,2016,5.98
Chile,Male,15+,2015,6.05
Chile,Male,15-24,2015,14.28
Chile,Male,25+,2015,4.88
Chile,Female,15+,2015,7.13
Chile,Female,15-24,2015,18.72
Chile,Female,25+,2015,5.65
Chile,Male,15+,2014,6.33
Chile,Male,15-24,2014,14.87
Chile,Male,25+,2014,5.1
Chile,Female,15+,2014,7.11
Chile,Female,15-24,2014,20.09
Chile,Female,25+,2014,5.36
Chile,Male,15+,2013,5.54
Chile,Male,15-24,2013,14.54
Chile,Male,25+,2013,4.24
Chile,Female,15+,2013,7.16
Chile,Female,15-24,2013,19.57
Chile,Female,25+,2013,5.35
Côte d'Ivoire,Male,15+,2019,1.94
Côte d'Ivoire,Male,15-24,2019,3.37
Côte d'Ivoire,Male,25+,2019,1.61
Côte d'Ivoire,Female,15+,2019,3.01
Côte d'Ivoire,Female,15-24,2019,4.86
Côte d'Ivoire,Female,25+,2019,2.47
Côte d'Ivoire,Male,15+,2016,1.56
Côte d'Ivoire,Male,15-24,2016,1.21
Côte d'Ivoire,Male,25+,2016,1.64
Côte d'Ivoire,Female,15+,2016,2.34
Côte d'Ivoire,Female,15-24,2016,2.94
Côte d'Ivoire,Female,25+,2016,2.16
Côte d'Ivoire,Male,15+,2013,3.55
Côte d'Ivoire,Male,15-24,2013,5.37
Côte d'Ivoire,Male,25+,2013,3.17
Côte d'Ivoire,Female,15+,2013,5.11
Côte d'Ivoire,Female,15-24,2013,7.54
Côte d'Ivoire,Female,25+,2013,4.41
Côte d'Ivoire,Male,15+,2017,2.86
Côte d'Ivoire,Male,15-24,2017,4.67
Côte d'Ivoire,Male,25+,2017,2.56
Côte d'Ivoire,Female,15+,2017,3.87
Côte d'Ivoire,Female,15-24,2017,6.49
Côte d'Ivoire,Female,25+,2017,3.27
Cameroon,Male,15+,2014,3.06
Cameroon,Male,15-24,2014,5.81
Cameroon,Male,25+,2014,2.26
Cameroon,Female,15+,2014,4.03
Cameroon,Female,15-24,2014,6.81
Cameroon,Female,25+,2014,3.26
"Congo, Democratic Republic of the",Male,15+,2020,1.83
"Congo, Democratic Republic of the",Male,15-24,2020,2.18
"Congo, Democratic Republic of the",Male,25+,2020,1.73
"Congo, Democratic Republic of the",Female,15+,2020,1.08
"Congo, Democratic Republic of the",Female,15-24,2020,1.25
"Congo, Democratic Republic of the",Female,25+,2020,1.02
Colombia,Male,15+,2022,8.62
Colombia,Male,15-24,2022,17.07
Colombia,Male,25+,2022,7.15
Colombia,Female,15+,2022,13.2
Colombia,Female,15-24,2022,26.52
Colombia,Female,25+,2022,10.95
Colombia,Male,15+,2021,10.9
Colombia,Male,15-24,2021,19.42
Colombia,Male,25+,2021,9.22
Colombia,Female,15+,2021,18.13
Colombia,Female,15-24,2021,31.7
Colombia,Female,25+,2021,15.35
Colombia,Male,15+,2020,12.78
Colombia,Male,15-24,2020,21.56
Colombia,Male,25+,2020,11.04
Colombia,Female,15+,2020,20.48
Colombia,Female,15-24,2020,34.88
Colombia,Female,25+,2020,17.59
Colombia,Male,15+,2019,8.22
Colombia,Male,15-24,2019,16.68
Colombia,Male,25+,2019,6.55
Colombia,Female,15+,2019,13.08
Colombia,Female,15-24,2019,26.25
Colombia,Female,25+,2019,10.6
Colombia,Male,15+,2018,7.42
Colombia,Male,15-24,2018,15.55
Colombia,Male,25+,2018,5.74
Colombia,Female,15+,2018,11.98
Colombia,Female,15-24,2018,25.04
Colombia,Female,25+,2018,9.46
Colombia,Male,15+,2017,7.12
Colombia,Male,15-24,2017,14.45
Colombia,Male,25+,2017,5.56
Colombia,Female,15+,2017,11.71
Colombia,Female,15-24,2017,24.1
Colombia,Female,25+,2017,9.22
Colombia,Male,15+,2016,7.04
Colombia,Male,15-24,2016,14.46
Colombia,Male,25+,2016,5.41
Colombia,Female,15+,2016,11.43
Colombia,Female,15-24,2016,23.63
Colombia,Female,25+,2016,8.91
Colombia,Male,15+,2015,6.69
Colombia,Male,15-24,2015,13.21
Colombia,Male,25+,2015,5.18
Colombia,Female,15+,2015,11.08
Colombia,Female,15-24,2015,23.28
Colombia,Female,25+,2015,8.52
Colombia,Male,15+,2014,6.96
Colombia,Male,15-24,2014,14.52
Colombia,Male,25+,2014,5.19
Colombia,Female,15+,2014,11.26
Colombia,Female,15-24,2014,23.65
Colombia,Female,25+,2014,8.59
Colombia,Male,15+,2013,7.27
Colombia,Male,15-24,2013,14.43
Colombia,Male,25+,2013,5.56
Colombia,Female,15+,2013,11.89
Colombia,Female,15-24,2013,24.97
Colombia,Female,25+,2013,9.0
Comoros,Male,15+,2021,5.37
Comoros,Male,15-24,2021,9.41
Comoros,Male,25+,2021,4.74
Comoros,Female,15+,2021,6.52
Comoros,Female,15-24,2021,12.26
Comoros,Female,25+,2021,5.68
Comoros,Male,15+,2014,6.68
Comoros,Male,15-24,2014,20.02
Comoros,Male,25+,2014,5.34
Comoros,Female,15+,2014,10.44
Comoros,Female,15-24,2014,18.78
Comoros,Female,25+,2014,9.37
Cabo Verde,Male,15+,2019,10.66
Cabo Verde,Male,15-24,2019,41.37
Cabo Verde,Male,25+,2019,5.4
Cabo Verde,Female,15+,2019,12.07
Cabo Verde,Female,15-24,2019,65.28
Cabo Verde,Female,25+,2019,5.44
Cabo Verde,Male,15+,2018,12.66
Cabo Verde,Male,15-24,2018,24.62
Cabo Verde,Male,25+,2018,10.6
Cabo Verde,Female,15+,2018,11.55
Cabo Verde,Female,15-24,2018,31.86
Cabo Verde,Female,25+,2018,8.15
Cabo Verde,Male,15+,2017,11.82
Cabo Verde,Male,15-24,2017,29.52
Cabo Verde,Male,25+,2017,8.51
Cabo Verde,Female,15+,2017,12.76
Cabo Verde,Female,15-24,2017,36.36
Cabo Verde,Female,25+,2017,8.7
Cabo Verde,Male,15+,2015,31.0
Cabo Verde,Male,15-24,2015,58.51
Cabo Verde,Male,25+,2015,22.39
Cabo Verde,Female,15+,2015,31.63
Cabo Verde,Female,15-24,2015,65.34
Cabo Verde,Female,25+,2015,23.18
Costa Rica,Male,15+,2022,8.66
Costa Rica,Male,15-24,2022,25.81
Costa Rica,Male,25+,2022,5.91
Costa Rica,Female,15+,2022,15.23
Costa Rica,Female,15-24,2022,37.61
Costa Rica,Female,25+,2022,11.95
Costa Rica,Male,15+,2021,11.74
Costa Rica,Male,15-24,2021,32.69
Costa Rica,Male,25+,2021,8.2
Costa Rica,Female,15+,2021,20.16
Costa Rica,Female,15-24,2021,47.91
Costa Rica,Female,25+,2021,15.53
Costa Rica,Male,15+,2020,13.22
Costa Rica,Male,15-24,2020,33.48
Costa Rica,Male,25+,2020,9.92
Costa Rica,Female,15+,2020,21.29
Costa Rica,Female,15-24,2020,50.15
Costa Rica,Female,25+,2020,16.61
Costa Rica,Male,15+,2019,8.52
Costa Rica,Male,15-24,2019,27.49
Costa Rica,Male,25+,2019,5.32
Costa Rica,Female,15+,2019,14.14
Costa Rica,Female,15-24,2019,36.58
Costa Rica,Female,25+,2019,10.62
Costa Rica,Male,15+,2018,7.46
Costa Rica,Male,15-24,2018,20.88
Costa Rica,Male,25+,2018,4.94
Costa Rica,Female,15+,2018,11.46
Costa Rica,Female,15-24,2018,31.89
Costa Rica,Female,25+,2018,8.06
Costa Rica,Male,15+,2017,6.49
Costa Rica,Male,15-24,2017,17.48
Costa Rica,Male,25+,2017,4.41
Costa Rica,Female,15+,2017,9.76
Costa Rica,Female,15-24,2017,25.58
Costa Rica,Female,25+,2017,6.98
Costa Rica,Male,15+,2016,6.79
Costa Rica,Male,15-24,2016,17.43
Costa Rica,Male,25+,2016,4.6
Costa Rica,Female,15+,2016,10.19
Costa Rica,Female,15-24,2016,28.44
Costa Rica,Female,25+,2016,7.06
Costa Rica,Male,15+,2015,7.13
Costa Rica,Male,15-24,2015,19.17
Costa Rica,Male,25+,2015,4.68
Costa Rica,Female,15+,2015,10.38
Costa Rica,Female,15-24,2015,26.67
Costa Rica,Female,25+,2015,7.28
Costa Rica,Male,15+,2014,7.17
Costa Rica,Male,15-24,2014,20.34
Costa Rica,Male,25+,2014,4.26
Costa Rica,Female,15+,2014,10.53
Costa Rica,Female,15-24,2014,30.05
Costa Rica,Female,25+,2014,6.82
Costa Rica,Male,15+,2013,7.2
Costa Rica,Male,15-24,2013,18.46
Costa Rica,Male,25+,2013,4.73
Costa Rica,Female,15+,2013,9.75
Costa Rica,Female,15-24,2013,25.68
Costa Rica,Female,25+,2013,6.42
Cuba,Male,15+,2018,1.6
Cuba,Female,15+,2018,1.8
Cuba,Male,15+,2017,1.7
Cuba,Female,15+,2017,1.6
Cuba,Male,15+,2016,1.9
Cuba,Female,15+,2016,2.2
Cuba,Male,15+,2015,2.3
Cuba,Female,15+,2015,2.6
Cuba,Male,15+,2014,2.4
Cuba,Female,15+,2014,3.1
Cuba,Male,15+,2013,3.13
Cuba,Female,15+,2013,3.55
Cyprus,Male,15+,2022,5.96
Cyprus,Male,15-24,2022,18.73
Cyprus,Male,25+,2022,4.87
Cyprus,Female,15+,2022,7.74
Cyprus,Female,15-24,2022,18.49
Cyprus,Female,25+,2022,6.7
Cyprus,Male,15+,2021,7.08
Cyprus,Male,15-24,2021,17.79
Cyprus,Male,25+,2021,6.13
Cyprus,Female,15+,2021,8.0
Cyprus,Female,15-24,2021,16.45
Cyprus,Female,25+,2021,7.2
Cyprus,Male,15+,2020,7.7
Cyprus,Male,15-24,2020,24.62
Cyprus,Male,25+,2020,6.39
Cyprus,Female,15+,2020,7.82
Cyprus,Female,15-24,2020,12.65
Cyprus,Female,25+,2020,7.37
Cyprus,Male,15+,2019,6.32
Cyprus,Male,15-24,2019,19.36
Cyprus,Male,25+,2019,5.33
Cyprus,Female,15+,2019,8.08
Cyprus,Female,15-24,2019,14.78
Cyprus,Female,25+,2019,7.4
Cyprus,Male,15+,2018,8.16
Cyprus,Male,15-24,2018,25.76
Cyprus,Male,25+,2018,6.72
Cyprus,Female,15+,2018,8.88
Cyprus,Female,15-24,2018,16.37
Cyprus,Female,25+,2018,8.06
Cyprus,Male,15+,2017,10.97
Cyprus,Male,15-24,2017,27.26
Cyprus,Male,25+,2017,9.74
Cyprus,Female,15+,2017,11.35
Cyprus,Female,15-24,2017,23.36
Cyprus,Female,25+,2017,10.06
Cyprus,Male,15+,2016,12.66
Cyprus,Male,15-24,2016,25.86
Cyprus,Male,25+,2016,11.59
Cyprus,Female,15+,2016,13.38
Cyprus,Female,15-24,2016,31.87
Cyprus,Female,25+,2016,11.42
Cyprus,Male,15+,2015,15.15
Cyprus,Male,15-24,2015,34.81
Cyprus,Male,25+,2015,13.46
Cyprus,Female,15+,2015,14.89
Cyprus,Female,15-24,2015,31.27
Cyprus,Female,25+,2015,13.11
Cyprus,Male,15+,2014,17.22
Cyprus,Male,15-24,2014,37.5
Cyprus,Male,25+,2014,15.2
Cyprus,Female,15+,2014,15.27
Cyprus,Female,15-24,2014,34.68
Cyprus,Female,25+,2014,13.0
